བོད་ཕྱི་ནང་།,Tibetan Title,BO,EN,English Title,Author,Translator,བརྗོད་བྱ།,བསྒྱུར་གཞི།,དཔེ་སྐྲུན་ཁང་།,དཔར་ལོ།,ཤོག་གྲངས།,BDRC བརྩམས་ཆོས།,Translation Segment pairs
ཕྱི།,འགོག་རྒོལ་གྱི་བྱེད་ལས་ཆུང་རྩག,BO0390,EN0390,"Small Acts of Resistance: How Courage, Tenacity, and Ingenuity Can Change the World by Steve Crawshaw, John Jackson","སིཊིཝ། ཀོ་རོ་ཤོ།, ཇཱོན། ཇེཁ་སོན། ", པདྨ་ཚེ་དབང་ཤཱསྟྲི། ,ཆབ་སྲིད།,དབྱིན་ཡིག,"Sterling Publishing Co. New York,",2010.0,296,,2109
ཕྱི།,འཕྲང་དུ་ལུས་པའི་སེམས་ཀྱི་གནས་བབ། ཚན་རིག་དང༌། ནང་ཆོས། ཡེ་ཤུའི་ཆོས་ལུགས་བཅས་ཀྱིས་སྒོམ་ལ་དཔྱད་པ།,BO7927,EN7927,"Mind in the Balance: Meditation in Science, Buddhism, and Christianity",སྦི་ཨེ་ལེན་ཝེ་ལེ་སེ།,བསྟན་འཛིན་རིག་བཟང༌།,ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2012.0,327,,1898
ཕྱི།,ཕཱེ་ཌོ། ནུབ་ཕྱོགས་མཚན་ཉིད་རིག་པའི་རྣམ་བཤད་ལས་སེམས་ཀྱི་རང་བཞིན་ལ་དཔྱད་པ།,BO0400,EN0400,Phaedo,པེ་ལེ་ཊོ། Plato, འབའ་པ་དགེ་བཤེས་ཡེ་ཤེས་དགའ་བ། དགེ་རྣམ། ,མཚན་ཉིད་རིག་པ།,དབྱིན་ཡིག,ནོར་གླིང་བོད་ཀྱི་རིག་གཞུང་གཅེས་སྐྱོང་ཁང༌།,2013.0,85,,124
ཕྱི།,བོད་བརྒྱུད་ནང་བསྟན་དང་དེང་དུས་དངོས་ཁམས་རིག་པ།,BO0403,EN0403,"Tibetan Buddhism and Modern Physics
",ཝིག་ཊར་མན་སེ་ཕིལ།,ཀརྨ་ཐུབ་བསྟན།,ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2012.0,240,,2264
ཕྱི།,མཛུབ་དཀྲིས་ཤིག,BO0407,EN0407,The Ring,Bernard Smith,ཆོས་ཉིད་དོན་གྲུབ།,སྒྲུང་གཏམ།,དབྱིན་ཡིག,སྒེར་གྱི་པར་མ། (ཝ་ར་ཎཱ་སི།),2014.0,92,,1208
ཕྱི།,ཚན་རིག་གི་ལྟ་གྲུབ།,BO0408,EN0408,Philosophy of Science ,སཱ་མིར་ཨོ་ཀ་ཤ , བརྩོན་འགྲུས་བསམ་འཕེལ།,ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་དང་ཨེ་མོ་རི་ཚན་རིག་ལས་རིམ།,2014.0,146,,1926
ཕྱི།,འདུ་ཤེས་དང་མཐོང་ཚོར།  དབང་རྩའི་ཚན་རིག་གི་སྔོན་འགྲོའི་སློབ་དེབ།1,BO0414,EN0414,"ETSI Neuroscience Primer I,Perception & Vision",ཨ་རི་ཨཡི་ཛོན།,དགེ་བཤེས་དགྲ་འདུལ་རྣམ་རྒྱལ།,ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་དང་ཨེ་མོ་རི་ཚན་རིག་ལས་རིམ།,2014.0,111,,618
ཕྱི།,འཕེལ་འགྱུར། : ཚེ་སྲོག་ཚན་རིག་གི་སྔོན་འགྲོའི་སློབ་དེབ།1,BO0415,EN0415,ETSI Life Sciences Primer I Evolution,ཨ་རི་ཨཡི་ཛོན།,དགེ་བཤེས་དགྲ་འདུལ་རྣམ་རྒྱལ།,ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་དང་ཨེ་མོ་རི་ཚན་རིག་ལས་རིམ།,2014.0,91,,577
ཕྱི།,རིགས་རྫས་དང་ཕྲ་ཕུང་། : ཚེ་སྲོག་ཚན་རིག་གི་སྔོན་འགྲོའི་སློབ་དེབ། 2,BO0416,EN0416,ETSI Life Sciences Primer II Genes and Cells,ཨ་རི་ཨཡི་ཛོན།,དགེ་བཤེས་དགྲ་འདུལ་རྣམ་རྒྱལ།,ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་དང་ཨེ་མོ་རི་ཚན་རིག་ལས་རིམ།,2014.0,115,,640
ཕྱི།,ངོས་ཀྱི་བོད་ནང་སྐོར་སྐྱོད་གསུམ་པ། 1936,BO0426,EN0426,My Third Expedition to Tibet (1936),རཱཧུལ་སཱཾ་ཀྲི་ཏྱཱཡན།, བསོད་ནམས་རྒྱ་མཚོ།,ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2014.0,122,,1469
ཕྱི།,ཨལ་བྷར་ཀྲི་ཨ་ཡན་སི་ཊན།,BO0427,EN0427,albert einstein,མལ་ཏི་བན་སལ།,སྐྱིད་ཤོད་བསམ་འགྲུབ།,ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2015.0,26,,94
ཕྱི།,བོད་དོན་དག་སྐྱེལ། རྒྱ་ནག་གཞུང་གི་དྲི་གཞི་བརྒྱ་ལ་དྲིས་ལན། ,BO0429,EN0429,Authenticating Tibet – Answers to China′s 100 Questions ,ཨེན་མེ་རི་བྷོ་ལོན་ཌིའུ། ཁེ་ཊི་ཡ་བྷ་པེ་ཊེ་རི་ལི། ,བྱམས་པ་བསྟན་འཛིན།,ཆབ་སྲིད།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2015.0,677,,4312
ནང་།,ཡབ་ཀྱིས་བུ་མོར་སྤྲིངས་པའི་འཕྲིན།,BO0432,EN0432,letters from a father to his daughter,པཎྜིཏ་འཇོ་ཧར་ལཱལ་ནེཧ་རུ།,མུར་སྤྱན་ཆབ།,རྒྱུན་ཤེས།,དབྱིན་ཡིག,རྒྱལ་སྤྱིའི་སྐད་ཡིག་དཔེ་སྐྲུན་ཁང་།,2017.0,219,,756
ཕྱི།,རྨད་བྱུང་བྱིས་པ་ཉི་ཤུ། : འཛམ་གླིང་ལོ་རྒྱུས་ལ་ཁ་ལོ་སྒྱུར་མཁན་གྱི་བྱིས་པ་ཉི་ཤུ།,BO0433,EN0433,Remarkable Children: Twenty Who Changed History,Dennis Brindle Fradin,སཱ་རཱ་བོད་ཀྱི་མཐོ་རིམ་སློབ་གཉེར་ཁང་།,ལོ་རྒྱུས།,དབྱིན་ཡིག,སཱ་རཱ་བོད་ཀྱི་དཔེ་སྐྲུན་ཁང་།,2015.0,170,,1876
ཕྱི།,ཇ་ཞིང་ལྷ་མོའི་ཡ་ཡུད།,BO0436,EN0436,,མི་ཏྲ། ཕུ་ཁན།, མཆོག་བསྟན་འཛིན་སྨོན་ལམ།,བྱིས་སྒྲུང་།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2016.0,24,,69
ཕྱི།,གློ་རྒྱལ་ཕྲན། : ལོ་རྒྱུས་ཉམས་ཞིབ།,BO0098,EN0098,The Kingdom of Mustang,ར་མེ་ཤ་ཀུ་མཱར་ཌྷུང་གེལ། ,ངག་དབང་ལྷུན་གྲུབ།,ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2017.0,460,,1743
ཕྱི།,པཎ་ཆེན་རིན་པོ་ཆེ་འཚོལ་ཞིབ། ,BO0449,EN0449,"The search for the Panchen Lama by Hilton, Isabel
",ཨི་ཛ་བྷེལ་ཧིལ་ཊོན།, བྱམས་པ་བསྟན་འཛིན་གྱིས་བསྒྱུར།,ཆབ་སྲིད།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2018.0,517,,5474
ཕྱི།,དགའ་བའི་འཚོ་བ། ནང་ཆོས་དང་ཚན་རིག,BO0453,EN0453,The Joy of Living,མི་འགྱུར་རིན་པོ་ཆེ།,གྲགས་པ་སྐལ་བཟང་།,ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2018.0,422,,1743
ཕྱི།,འཇིག་རྟེན་ལ་ཕུལ་བའི་གཞེན་སྐུལ། ,BO0090,EN0090,	An Appeal to the World,༸གོང་ས་སྐྱབས་མགོན་ཆེན་པོ་མཆོག,ཐུབ་བསྟན་རྒྱལ་མཚན།,,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2018.0,88,,547
ཕྱི།,མ་ལཱ་ལཱ་ང་ཡིན། ,BO0101,EN0101,I am malala,མ་ལཱ་ལཱ། , བསྟན་འཛིན་བསྟན་སྐྱོང་།,ལོ་རྒྱུས།,དབྱིན་ཡིག,སྒེར་གྱི་པར་མ། རྒྱ་གར།,2018.0,336,,4299
ཕྱི།,གཟི་བརྗིད། ཁྱི་ཕྲུག་ཅིག་གིས་སྒོམ་རྒྱག་སྟངས་སྦྱོང་བ།,BO0456,EN0456,The Puppy Who Learned to Meditate,ཡོངས་དགེ་མི་འགྱུར་རིན་པོ་ཆེ།, མཆོག་བསྟན་འཛིན་སྨོན་ལམ།,,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2019.0,54,,143
ཕྱི།,ཆབ་སྲིད་རིག་པའི་འཇུག་སྒོ།,BO0457,EN0457,An Introduction to Political Theory,ཡཱ་བྷད་ཐེས་ཇི། Yabe Teiji,ཆོས་ལྡན་འབུམ།,ཆབ་སྲིད།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2019.0,148,,306
ཕྱི།,བྱམས་བརྩེའི་ས་བོན། ༸གོང་ས་ཏཱ་ལའི་བླ་མའི་སྐུ་ཚེ་དང་གང་གི་བཀའ་སློབ་ལས་དྲངས་པའི་བསླབ་བྱ།,BO0458,EN0458,The seed of compassion,༸གོང་ས་སྐྱབས་མགོན་ཆེན་པོ་མཆོག,བྱམས་པ་བསྟན་འཛིན།,,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2020.0,31,,78
ཕྱི།,བྱམས་བརྩེའི་ས་བོན། ༸གོང་ས་ཏཱ་ལའི་བླ་མའི་སྐུ་ཚེ་དང་གང་གི་བཀའ་སློབ་ལས་དྲངས་པའི་བསླབ་བྱ།,BO0459,EN0459,"Tibet, My Story: An Autobiography",རྗེ་བཙུན་པདྨ།,ཨཱཙཱརྱ་ཚེ་དབང་བུ་འཁྲིད།,ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2020.0,430,,3315
ཕྱི།,༡༩༥༩ ལྷ་ས། ,BO0460,EN0460,"Tibet in Agony, Lhasa 1959",ལིའི་ཅང་ལིན། ,ནུབ་ཁང་བྱམས་པ་བསྟན་འཛིན།,ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2020.0,607,,4443
ཕྱི།,སྦས་པའི་བོད། ས་བཅད་བཅུ་གཅིག་པ།,BO0091,EN0091,Hidden Tibet,ཨེལ། ཀུཛ་མིན། (Sergius L. Kuzmin),བསྟན་འཛིན་བཀྲ་ཤིས།,ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2020.0,166,,1192
ཕྱི།,འབྱུང་འགྱུར་བོད་ཀྱི་སྐོར་བསམ་པའི་འཆར་སྣང་།,BO0057,EN0057,Tibet-A-Future-vision,ཟམ་གདོང་རིན་པོ་ཆེ་བློ་བཟང་བསྟན་འཛིན།,བསྟན་འཛིན་དོན་ཡོད།,,དབྱིན་ཡིག,བོད་ཀྱི་གྲོས་ཚོགས་དང་སྲིད་བྱུས་ཉམས་ཞིབ་ཁང་།,1997.0,53,,298
ཕྱི།,ལམ་ལ།,BO0050,EN0050,On the Road,Jack Kerouac,དགེ་འདུན་རབ་གསལ།,སྒྲུང་གཏམ།,དབྱིན་ཡིག,འགྱུར་བརྒྱ་རྩ་བརྒྱད། ལ་རྩེ།,2022.0,674,,6642
ཕྱི།,བོད་རྒྱའི་སྲིད་དོན་ལོ་རྒྱུས་ཀྱི་དཀའ་གནད་བཀྲོལ་བའི་ཞིབ་འཇུག་དཔྱད་རྩོམ་དགུ།,BO0479,EN0479,Collected Essays of Elliot Sperling,Elliot Sperling, སུམ་པ་ཕུན་ཚོགས།,ཆབ་སྲིད། ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2022.0,170,,261
ཕྱི།,༸གོང་ས་༸སྐྱབས་མགོན་ཏཱ་ལའི་བླ་མ་དང་ཨརསྦི་ཤོབ་ཌེསེ་མནཌ་ཊུ་ཊུ། དགའ་སྤྲོའི་དེབ་ཆུང་།,BO0482,EN0482,The Little Book of Joy,,དགེ་བཤེས་ལྷག་རྡོར་དང་ནུབ་ཁང་བྱམས་པ་བསྟན་འཛིན།,བྱིས་སྒྲུང་།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2022.0,37,,45
ཕྱི།,གཉིད་འགུག་འགག་གི་མཚར་སྒྲུང་།,BO0484,EN0484,The Legend of sleepy Hollow,,མགོན་པོ་བཀྲ་ཤིས།,སྒྲུང་གཏམ།,དབྱིན་ཡིག,ཤེས་བྱ་ཀུན་འདུས་རྩོམ་སྒྲིག་ལྟེ་གནས།,2002.0,90,,408
ཕྱི།,སངས་རྒྱས་ཀྱི་དཔའ་རྟུལ་ཚོ།,BO0020,EN0020,buddha's warriors,Mikel Dunham,དགེ་འདུན་རབ་གསལ།,ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དུས་བབ་གསར་ཁང་།,2008.0,633,,6806
ཕྱི།,ཕ་ཡུལ་གྱི་ཕན་བདེའི་ཆེད་དུ།,BO0042,EN0042,The Struggle for Modern Tibet_ The Autobiography of Tashi Tsering,གྷོལྜ་སི་ཊེན་དང་བཀྲ་ཤིས་ཚེ་རིང་། སའི་བྷན་ཤུ།,ཆུང་ཚེ་རིང་།,ལོ་རྒྱུས།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2010.0,384,,4170
ཕྱི།,བོད་རྒྱ་ཞི་མོལ་ལ་བལྟ་བ།,BO0487,EN0487,Dharamsala and Beijing the negotiations that never were,Claude Arpi,ཡེ་ཤེས་དོན་གྲུབ།,ཆབ་སྲིད།,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2016.0,448,,2534
ཕྱི།,སངས་རྒྱས་ཆོས་ལུགས་ལ་རྣམ་དཔྱོད་ཅན་གྱི་གཟིགས་ཚུལ།,BO0490,EN0490,"BUDDHISM IN THE EYES OF INTELLECTUALS by Venerable K. Sri Dhammananda
",དགེ་སློང་ཀེ་ཤྲི་དྷར་མ་ནཱན་ད།,རྩོམ་སྒྱུར་ཟབ་སྦྱོང་ཐེངས་བཅོ་ལྔ་བའི་སློབ་མ་ཡོངས།,ནང་ཆོས་དང་ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2012.0,70,,243
ཕྱི།,རྡུལ་སྙེད་འཇིག་རྟེན།,BO0491,EN0491,The Universe in a Single Atom,༸གོང་ས་སྐྱབས་མགོན་ཆེན་པོ་མཆོག,དགེ་བཤེས་ལྷག་རྡོར་སོགས།,ཚན་རིག,དབྱིན་ཡིག,བོད་ཀྱི་དཔེ་མཛོད་ཁང་།,2012.0,213,,1002
ཕྱི།,ཐོན་མིའི་རིག་ལམ་དེབ་ཕྲེང་། ༡  འཁོར་ཡུག་སློབ་གསོ།,BO0493,EN0493,Environment Education,Cornelia L. Steffens,དགེ་དཀོན་མཆོག་ཕན་བདེ།,འཁོར་ཡུག,དབྱིན་ཡིག,འབྲི་གུང་བཀའ་བརྒྱུད་ཐོན་མི་སམ་བྷོ་ཊའི་ཞིབ་འཇུག་ཁང་།,1996.0,53,,766
